ID;MORADOR;NUMERO_CONTROLE;BLOCO;DT_VISITA;TEMPO_TOTAL_ENTREV;IDADE;PAIS;ESTADO;CIDADE;OUTRA_CIDADE;BAIRRO_BH;REGIAO_BH;REGIONAL_ORIGEM;PRETENDERIA_VIAJAR;PERNOITE_BH;T_PERNOITE;HOSPEDAGEM;TRANSPORTE;MOTIVO_CARNAVAL;MOTIVO_OUTRO;DIAS_CARNAVAL;GASTOS_PRETENDIDOS;PESSOAS_GASTOS;ALIMENTACAO_GASTOS;TRANSPORTE_GASTOS;FANTASIAS_GASTOS;COMPRAS_GASTOS;INGRESSOS_GASTOS;OUTROS_GASTOS;HOSPEDAGEM_GASTOS;PASSEIOS_GASTOS;TOTAL_GASTOS;INDIVIDUAL_GASTOS;DIARIO_GASTOS;FONTE_CARNAVAL;PARTICIPOU_ANOSANTERIORES;EVOLUCAO;MOTIVO;EXPECTATIVAS;AVAL_GERAL;AVAL_BANHEIROS;AVAL_SEGURANCA;AVAL_PRECOS;PROXIMA_EDICAO;MOTIVO_NAO;BLOCOS_DE_RUA;EVENTOS_PRIVADOS;PALCOS;CIRCUITO_GASTRONOMICO;CITY_TOUR;VISITA_CULTURAL;NAO_SABE;PRINCIPAL_PATROCINADOR;GENERO;ESCOLARIDADE;ESTADO_CIVIL;FAIXA_DE_RENDA;TRANSP_A_PE;TRANSP_APP;TRANSP_BICICLETA;TRANSP_CAR_AMIGOS_PARENTES;TRANSP_TAXI;TRANSP_OUTROS;TRANSP_VEICULO_PROPRIO;TRANSP_VEICULO_ALUGADO;TRANSP_ONIBUS_COLETIVO;TRANSP_NS;TRANSP_METRO
1;visitante;1;entao_brilha;02/03/2019 08:53;00:05:20;22;brasil;mg;outra_cidade;divinopolis;NA;NA;interior_de_minas_gerais;nr_nao_sabe;sim;3;casa_alugada;trem;nao;estudos_ou_cursos;5;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;0;nr_nao_sabe;amigos/parentes;sim;melhorou;NR_NAO_SABE;superou;6;1;3;5;sim;NA;sim;NA;NA;NA;NA;NA;NA;amstel;masculino;ensino_superior_completo;solteiro;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
2;visitante;2;entao_brilha;02/03/2019 09:24;00:04:12;22;brasil;mg;outra_cidade;congonhas;NA;NA;interior_de_minas_gerais;nr_nao_sabe;sim;4;casa_de_amigos/parentes;onibus_rodoviario;sim;nr_nao_sabe;4;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;0;nr_nao_sabe;outros_sites;sim;melhorou;NR_NAO_SABE;indiferente;9;1;10;1;sim;NA;sim;NA;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_medio_completo;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
3;visitante;3;lindo_bloco_do_amor;01/03/2019 17:28;00:05:27;23;argentina;outro_pais;outra_cidade;buenos_aires;NA;NA;outros_paises;nr_nao_sabe;sim;4;casa_de_amigos/parentes;aviao;sim;nr_nao_sabe;5;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;0;nr_nao_sabe;instagram;sim;melhorou;NR_NAO_SABE;superou;6;7;5;6;sim;NA;NA;NA;NA;NA;NA;NA;NA;skol;feminino;ensino_medio_completo;solteiro;nr_nao_sabe;outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
4;visitante;4;bloco_havayanas_usadas;04/03/2019 11:01;00:08:43;16;brasil;mg;outra_cidade;divinopolis;NA;NA;interior_de_minas_gerais;nr_nao_sabe;sim;3;casa_de_amigos/parentes;onibus_rodoviario;sim;nr_nao_sabe;3;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;0;nr_nao_sabe;outros_aplicativos;nao;NR_NAO_SABE;NR_NAO_SABE;atendeu_plenamente;8;2;8;5;sim;NA;NA;NA;NA;NA;NA;sim;NA;skol;feminino;ensino_fundamental_completo;solteiro;nr_nao_sabe;outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
5;visitante;5;quando_come_se_lambuza;02/03/2019 09:24;00:06:21;42;brasil;mg;outra_cidade;funilandia;NA;NA;interior_de_minas_gerais;nr_nao_sabe;sim;5;casa_de_amigos/parentes;onibus_rodoviario;sim;nr_nao_sabe;4;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;0;nr_nao_sabe;divulgacao_em_jornais,_radio_e_tv;sim;melhorou;NR_NAO_SABE;superou;10;1;9;7;sim;NA;NA;NA;NA;NA;NA;sim;NA;prefeitura;feminino;ensino_superior_completo;casado;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
6;visitante;6;tchanzinho_zona_norte;01/03/2019 17:26;00:04:54;18;brasil;mg;outra_cidade;goverdor_valadares;NA;NA;interior_de_minas_gerais;nr_nao_sabe;sim;7;casa_de_amigos/parentes;carro/moto;sim;nr_nao_sabe;6;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;0;nr_nao_sabe;www.carnavaldebelohorizonte.com.br;sim;melhorou;NR_NAO_SABE;atendeu_plenamente;10;10;7;2;sim;NA;NA;sim;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_medio_completo;solteiro;acima_de_10_sm_(rs_9.980,01);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
7;visitante;7;quando_come_se_lambuza;02/03/2019 09:39;00:03:53;41;brasil;mg;outra_cidade;juiz_de_fora;NA;NA;interior_de_minas_gerais;nr_nao_sabe;sim;4;casa_de_amigos/parentes;carro/moto;sim;nr_nao_sabe;3;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;0;nr_nao_sabe;amigos/parentes;nao;NR_NAO_SABE;NR_NAO_SABE;atendeu_plenamente;10;nr_nao_sabe;10;8;sim;NA;NA;NA;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_superior_completo;casado;acima_de_10_sm_(rs_9.980,01);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
8;visitante;8;bloco_havayanas_usadas;04/03/2019 11:39;00:05:05;43;brasil;mg;outra_cidade;lajinha;NA;NA;interior_de_minas_gerais;nr_nao_sabe;sim;10;casa_de_amigos/parentes;onibus_rodoviario;sim;nr_nao_sabe;4;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;0;nr_nao_sabe;amigos/parentes;nao;NR_NAO_SABE;NR_NAO_SABE;atendeu_plenamente;10;8;8;8;nr_nao_sabe;NA;NA;NA;NA;NA;NA;NA;sim;skol;feminino;ensino_superior_completo;solteiro;nr_nao_sabe;outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
9;visitante;9;funk_you;04/03/2019 12:48;00:05:31;23;brasil;rj;outra_cidade;rio_de_janeiro;NA;NA;outros_estados;nr_nao_sabe;sim;5;casa_de_amigos/parentes;onibus_rodoviario;nao;negocios_ou_trabalho;6;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;0;nr_nao_sabe;amigos/parentes;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;atendeu_plenamente;7;1;5;1;nao;vai_para_salvador;NA;sim;NA;NA;NA;NA;NA;nr_nao_sabe;masculino;ensino_medio_completo;solteiro;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
10;visitante;10;monobloco;05/03/2019 10:11;00:03:55;40;brasil;rj;outra_cidade;rio_de_janeiro;NA;NA;outros_estados;nr_nao_sabe;sim;4;casa_de_amigos/parentes;onibus_rodoviario;sim;nr_nao_sabe;4;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;0;nr_nao_sabe;amigos/parentes;nao;NR_NAO_SABE;NR_NAO_SABE;atendeu_plenamente;9;8;10;10;sim;NA;NA;NA;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_superior_completo;solteiro;entre_5_sm_e_7_sm_(rs_4.990,01_a_rs_6.986,00);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;veiculo_proprio;outra_opcao;outra_opcao;outra_opcao;outra_opcao
11;visitante;11;monobloco;05/03/2019 09:55;00:04:33;22;brasil;mg;outra_cidade;paraopeba;NA;NA;interior_de_minas_gerais;nr_nao_sabe;nao;nr_nao_sabe;nr_nao_sabe;van;sim;nr_nao_sabe;1;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;0;nr_nao_sabe;facebook;nao;NR_NAO_SABE;NR_NAO_SABE;nr_nao_sabe;10;10;4;8;sim;NA;NA;NA;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_medio_completo;solteiro;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;veiculo_proprio;outra_opcao;outra_opcao;outra_opcao;outra_opcao
12;morador;12;tchanzinho_zona_norte;01/03/2019 17:32;00:04:14;39;brasil;mg;belo_horizonte;NA;itapoa;pampulha;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;www.carnavaldebelohorizonte.com.br;sim;melhorou;NR_NAO_SABE;atendeu_plenamente;9;6;7;9;sim;NA;sim;sim;NA;NA;NA;NA;NA;prefeitura;masculino;ensino_superior_completo;casado;entre_5_sm_e_7_sm_(rs_4.990,01_a_rs_6.986,00);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
13;morador;13;tchanzinho_zona_norte;01/03/2019 18:04;00:04:35;24;brasil;mg;belo_horizonte;NA;casa_branca;leste;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;facebook;sim;melhorou;NR_NAO_SABE;atendeu_plenamente;10;10;10;10;sim;NA;NA;NA;NA;NA;NA;NA;sim;prefeitura;masculino;ensino_superior_completo;solteiro;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
14;morador;14;lindo_bloco_do_amor;01/03/2019 19:27;00:05:51;47;brasil;mg;belo_horizonte;NA;sao_marcos;nordeste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;amigos/parentes;sim;melhorou;NR_NAO_SABE;atendeu_plenamente;10;10;10;10;sim;NA;NA;NA;NA;NA;NA;NA;NA;skol;feminino;ensino_superior_completo;casado;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
15;morador;15;lindo_bloco_do_amor;01/03/2019 19:40;00:03:42;28;brasil;mg;belo_horizonte;NA;santa_amelia;pampulha;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;amigos/parentes;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;nr_nao_sabe;7;7;7;7;sim;NA;NA;NA;NA;NA;NA;NA;sim;skol;feminino;ensino_medio_completo;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
16;morador;16;quando_come_se_lambuza;02/03/2019 09:13;00:03:23;20;brasil;mg;belo_horizonte;NA;sao_joao_batista;venda_nova;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;nr_nao_sabe;sim;melhorou;NR_NAO_SABE;superou;8;6;4;7;sim;NA;NA;NA;NA;NA;NA;NA;NA;skol;feminino;ensino_medio_completo;solteiro;entre_7_sm_e_10_sm_(rs_6.986,01_a_rs_9.980,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
17;morador;17;quando_come_se_lambuza;02/03/2019 09:17;00:04:24;46;brasil;mg;belo_horizonte;NA;gutierrez;oeste;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;www.carnavaldebelohorizonte.com.br;sim;melhorou;NR_NAO_SABE;superou;8;nr_nao_sabe;4;1;sim;NA;NA;NA;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_superior_completo;solteiro;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
18;morador;18;bloco_volta_belchior;02/03/2019 11:08;00:04:26;25;brasil;mg;belo_horizonte;NA;buritis;oeste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;amigos/parentes;sim;melhorou;NR_NAO_SABE;nr_nao_sabe;7;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;sim;NA;NA;NA;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_superior_completo;solteiro;nr_nao_sabe;outra_opcao;outra_opcao;outra_opcao;carro_de_amigos_ou_parentes;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;metro
19;morador;19;bloco_da_calixto;02/03/2019 11:54;00:05:39;18;brasil;mg;belo_horizonte;NA;savassi;centro-sul;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;instagram;nao;NR_NAO_SABE;NR_NAO_SABE;indiferente;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;8;sim;NA;sim;NA;NA;NA;NA;NA;NA;skol;masculino;ensino_medio_completo;solteiro;ate_1_sm_(rs_998,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
20;morador;20;quando_come_se_lambuza;02/03/2019 12:19;00:10:06;52;brasil;mg;belo_horizonte;NA;sagrada_familia;leste;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;2;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;amigos/parentes;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;indiferente;6;2;5;3;sim;NA;NA;NA;NA;NA;NA;NA;NA;populacao;feminino;pos-graduacao/mestrado/doutorado/mba;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
21;morador;21;bloco_da_calixto;02/03/2019 12:46;00:05:11;26;brasil;mg;belo_horizonte;NA;buritis;oeste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;4;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;instagram;sim;melhorou;NR_NAO_SABE;atendeu_plenamente;6;5;7;6;nao;preferencia_carnaval_do_rio;sim;NA;NA;NA;NA;NA;NA;amstel;feminino;ensino_superior_completo;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);a_pe;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
22;morador;22;bloco_da_calixto;02/03/2019 12:55;00:03:08;35;brasil;mg;esmeraldas;NA;NA;NA;rmbh;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;1;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;guia_impresso;sim;melhorou;NR_NAO_SABE;atendeu_plenamente;4;6;5;8;sim;NA;NA;NA;NA;NA;NA;NA;sim;skol;feminino;ensino_medio_completo;solteiro;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
23;morador;23;chama_o_sindico;03/03/2019 09:37;00:03:39;29;brasil;mg;vespasiano;NA;NA;NA;rmbh;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;2;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;outros_aplicativos;sim;melhorou;NR_NAO_SABE;atendeu_plenamente;10;8;6;3;sim;NA;NA;NA;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_medio_completo;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;veiculo_proprio;outra_opcao;outra_opcao;outra_opcao;outra_opcao
24;morador;24;bloco_havayanas_usadas;04/03/2019 11:36;00:03:40;40;brasil;mg;belo_horizonte;NA;padre_eustaquio;noroeste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;2;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;facebook;sim;melhorou;NR_NAO_SABE;atendeu_plenamente;10;4;8;4;sim;NA;NA;NA;NA;NA;NA;NA;NA;prefeitura;feminino;ensino_superior_completo;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
25;morador;25;bloco_havayanas_usadas;04/03/2019 11:55;00:04:45;70;brasil;mg;belo_horizonte;NA;santa_efigenia;leste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;1;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;tv;nao;NR_NAO_SABE;NR_NAO_SABE;superou;9;nr_nao_sabe;8;nr_nao_sabe;nao;ja_divertiu_antes;NA;NA;NA;NA;NA;NA;NA;belotur;feminino;ensino_medio_completo;solteiro;entre_7_sm_e_10_sm_(rs_6.986,01_a_rs_9.980,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
26;morador;26;bloco_havayanas_usadas;04/03/2019 11:54;00:03:24;73;brasil;mg;belo_horizonte;NA;santa_efigenia;leste;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;3;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;divulgacao_em_jornais,_radio_e_tv;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;superou;9;8;10;nr_nao_sabe;sim;NA;NA;NA;NA;NA;NA;NA;NA;prefeitura;masculino;ensino_fundamental_completo;casado;acima_de_10_sm_(rs_9.980,01);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
27;morador;27;garotas_solteiras;04/03/2019 15:00;00:06:56;35;brasil;mg;santa_luzia;NA;NA;NA;rmbh;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;2;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;www.carnavaldebelohorizonte.com.br;sim;melhorou;NR_NAO_SABE;superou;8;6;10;7;sim;NA;sim;NA;NA;NA;NA;NA;NA;skol;masculino;ensino_superior_completo;solteiro;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
28;morador;28;monobloco;05/03/2019 08:47;00:04:58;61;brasil;mg;belo_horizonte;NA;savassi;centro-sul;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;4;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;amigos/parentes;sim;melhorou;NR_NAO_SABE;atendeu_plenamente;8;7;8;8;sim;NA;NA;NA;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_superior_completo;divorciado;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;veiculo_proprio;outra_opcao;outra_opcao;outra_opcao;outra_opcao
29;morador;29;juventude_bronzeada;05/03/2019 10:40;00:04:00;62;brasil;mg;belo_horizonte;NA;floresta;leste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;4;nr_nao_sabe;real;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;nr_nao_sabe;outros_aplicativos;sim;melhorou;NR_NAO_SABE;superou;9;nr_nao_sabe;10;8;sim;NA;sim;NA;sim;NA;NA;NA;NA;prefeitura;feminino;ensino_superior_completo;casado;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;veiculo_proprio;outra_opcao;outra_opcao;outra_opcao;outra_opcao
